RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;PLAN3;0;0;81228.351;1334.6695;108413003;50;0;N;2079.1934;0;26.3301;22.0343;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;LP180;0;1180.9382;19839628.5636;1367.4056;27128819200;1223;1;N;743287.9458;0;6589.1758;5514.146;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;PLAN1;0;0;38543.8904;1314.745;50675387;15;0;N;1180.1392;0;12.3075;10.2995;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;LPI;0;0;2323787.7112;1094.4171;2543193008;13;0;N;38322.6571;0;617.6584;516.8869;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;LP3;0;4403.8511;2300782.1121;1389.0933;3196001017;323;0;N;73080.1489;0;777.6958;650.8141;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;PLAN2;0;0;67150.8924;1403.3894;94238851;33;0;N;1936.4545;0;22.8876;19.1536;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;I;0;0;8324661.2221;1056.5814;8795682209;3;1;N;96392.1065;0;2136.1746;1787.6559;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;G;0;4247.2118;2621734.1507;27811.3299;72913913375;31717;1;N;2809740.4837;0;17737.5064;14843.617;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;CASH;0;186.6895;300202.9031;30141.0237;9048422817;13365;1;N;280440.3838;0;2198.9674;1840.204;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;C;0;313451.4291;13592010.2199;1389.2582;18882811652;189;1;N;449888.1598;0;4691.8159;3926.3421;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;B;0;0;3057889.7157;1351.7487;4133498448;666;0;N;124574.9442;0;1003.9066;840.1184;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;100;0;0;271654.2381;33260.7546;9035424949;46;0;N;147292.2548;0;2194.4117;1836.3916;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210131;157136201599;$$;S;1;PLAN4;0;0;463520.9629;1351.6572;626521447;288;0;N;11157.43;0;152.162;127.3366;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;L;0;5281.3746;13664170.3371;1729.4722;23631803325;1482;0;N;1230688;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;M;0;161.4079;880224.5111;44969.6493;39583387606;3059;0;N;1807151;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;V;0;0;8001203.9178;1390.117;11122609399;2;2;N;231599;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;BCH;0;0;56211258.4466;1275.4182;71692862078;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;B;0;0;96266.4877;48960.3459;4713240534;355;0;N;129133;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;BPLUS;0;0;347495.8264;2417.2006;839967124;2;0;N;13808;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210131;174806773410;$$;S;0;IT;0;0;4577716.188;5067.1504;23195976582;2;2;S;113438;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;A;0;2667376.8159;10214036.6119;21402.1012;218601845147;13760;2;N;1850530;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;B;0;0;3556824.041;1783.7109;6344345719;959;0;N;34764;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;BPLUS;0;0;133373.1225;2020.0128;269415415;3;0;N;1476;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;P;0;154375090.3605;334517387.7653;1041.6684;348456196899;447;7;N;2246352;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;IT;0;4490453.834;1812516.7805;22269.9471;40364653049;2;1;N;203821;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210131;981941703332;$$;S;0;BCH;0;0;0;1012.8846;0;0;0;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;L;0;1210.5932;1084055.1569;19062.0349;20664297242;1325;0;N;1076933;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;BPLUS;0;0;165951.9893;2347.5451;389579783;3;0;N;6404;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;BCH;0;0;61114158.6313;1237.2344;75612537168;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;B;0;0;568026.6838;2605.9055;1480223851;146;0;N;40555;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;M;0;5927.2914;8262592.8569;1758.3289;14528355456;850;0;N;663636;0;0;0;0;16660;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210131;123470631901;$$;S;0;P1;0;0;565425.778;19023.2956;10756261708;3;1;N;175345;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;INSTITUCIO;0;449.4935;3290547.8283;1699.8669;5593493336;46;0;N;99626;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;K;0;0;0;1213.2053;0;0;0;N;0;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;LARGOPLAZO;0;0;126139.5174;1927.6944;243158441;49;0;N;5529;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;LIQUIDEZ;0;44552.2979;11963598.0836;1645.4435;19685424703;987;1;N;774140;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;APV;0;135.7176;971569.2223;1869.6017;1816447470;154;0;N;22398;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;CLASICA;0;9148.1202;1892428.0853;11005.2379;20826621287;1408;3;N;510295;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8029;20210131;48359374411;$$;S;0;E;0;0;0;1000;0;0;0;N;0;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;APV;0;118.0127;7352396.7274;2739.1073;20139003549;1084;0;N;551778;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;CLASICA;0;1500.7866;2186507.2435;15991.6145;34965780940;1864;1;N;2281674;0;0;0;0;29466;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;D;0;4115.3884;5059437.5814;1881.1916;9517771479;1;1;N;521975;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;LIQUIDEZ;0;6308.4919;12783539.0976;1666.0635;21298187891;1222;2;N;2084370;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;G;0;420.3108;1749414.7647;1791.2782;3133688531;1;1;N;85877;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;INSTITUCIO;0;0;3316300.7709;1729.8791;5736799393;29;1;N;281353;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;LARGOPLAZO;0;2160.582;1512579.54;2314.1913;3500398412;214;0;N;205534;0;0;0;0;0;;
96514410;BICE INVERSIONES ADMINISTRADORA GENERAL DE FONDOS S.A.;8032;20210131;98850070512;$$;S;5998961014;E;0;0;0;1000;0;0;0;N;0;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8036;20210131;423510014823;$$;S;0;APV;0;0;247.6381;51013.374;12632855;10;0;N;60;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8036;20210131;423510014823;$$;S;0;FAMIL;0;0;0;10841.8;0;0;0;N;0;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8036;20210131;423510014823;$$;S;0;CLASI;0;4295018.7916;4884735.0358;40803.4537;199314059631;6875;1;N;2041137;0;0;6891;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8036;20210131;423510014823;$$;S;0;BCI;0;4339360.4923;289765.8626;10559.4179;3059758896;8;3;N;0;0;0;106;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;A;0;0;82507.4154;670833.4559;55348734607;3;1;S;181969;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;ALPAT;0;0;0;107184.923;0;0;0;N;0;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;APV;0;0;872.3641;713318.6155;622273552;62;0;N;3490;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;I;0;0;2142.4293;113191.4229;242504621;2;0;N;1581;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;CLASI;0;87832.7551;227173.1828;676155.8425;153604474669;13330;3;N;1336321;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;FAMIL;0;0;0;111818.0614;0;0;0;N;0;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;GAMMA;0;0;127.8096;724344.5406;92578186;16;0;N;581;0;0;0;0;0;;
96530900;BCI ASSET MANAGEMENT ADMINISTRADORA  GENERAL DE FONDOS S.A.;8037;20210131;269303768100;$$;S;0;APVC;0;0;0;100000;0;0;0;N;0;0;0;0;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;A;0;0;126683.1139;7535.7806;954656152;436;0;N;115906.7118;0;722.5797;10148.3482;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;B;0;0;775585.7524;3012.5823;2336515910;2145;0;N;115231.1242;0;1768.3825;24836.2383;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;C;0;0;2400877.5014;3071.3904;7374032109;718;2;N;292952.6374;0;5580.9524;78382.2879;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;G;0;0;2454069.9424;811.677;1991912129;5656;0;N;229232.712;0;1507.6697;21174.6285;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;LP180;0;0;4200299.0547;1187.0156;4985820503;1356;1;N;471443.6674;0;3773.6686;52999.6953;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;PLAN4;0;0;476870.4926;1265.7266;603587667;189;0;N;16537.1015;0;456.8128;6415.7572;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;LPI;0;0;131914.6173;852.9369;112514845;8;0;N;4007.532;0;85.1553;1195.9719;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;O;0;0;10094671.9275;689.5785;6961068726;3;3;N;0;0;5268.1962;73989.749;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;PLAN1;0;0;26806.6255;1098.915;29458203;47;0;N;1170.3039;0;22.2951;313.126;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;PLAN2;0;0;41973.9537;1497.6893;62863941;72;0;N;2152.9484;0;47.5776;668.2087;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;PLAN3;0;0;139785.5615;1162.1294;162448911;92;0;N;4673.3223;0;122.9463;1726.7321;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8038;20210131;26641111699;$$;S;1;LP3;0;0;458699.3299;1456.8232;668243826;477;0;N;41397.065;0;505.764;7103.2568;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8043;20210131;22663091799;$$;S;0;B;0;0;387871.7346;6457.0965;2504525214;603;0;N;102930;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8043;20210131;22663091799;$$;S;0;BCH;0;0;334727.6162;1148.6256;384476712;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8043;20210131;22663091799;$$;S;0;M;0;0;5675903.4353;629.5288;3573144623;394;0;N;291260;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8043;20210131;22663091799;$$;S;0;L;0;0;7135646.316;2133.6471;15224950885;4658;0;N;1752114;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8043;20210131;22663091799;$$;S;0;BPLUS;0;0;163313.7099;2392.0393;390652812;3;0;N;6422;0;0;0;0;0;;
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8049;20210131;621890872284;$$;S;0;A;0;621920.6546;8633107.5771;3497.3388;30192902532;6840;1;N;195096;0;0;0;0;0;;
96634320;SCOTIA  ADMINISTRADORA GENERAL DE FONDOS CHILE S.A.;8049;20210131;621890872284;$$;S;0;F;0;0;3053423.1623;1112.952;3398313469;220;0;N;14897;0;0;0;0;0;;
