RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;100;0;446.6383;160977.8424;33584.226;5406316240;62;0;N;88364.6889;0;3607.5406;1959.6922;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;B;0;50275.322;3234754.9767;1358.0184;4392856778;640;0;N;134449.1105;0;2968.6399;1612.6279;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;C;34222.8986;108990.9907;14948440.1906;1399.1969;20915811175;200;1;N;490643.3274;0;14019.7168;7615.8063;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;CASH;646.3536;13699.2622;256797.5811;30271.611;7773676481;12598;0;N;253397.5412;0;5448.922;2959.9695;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;G;4194.3459;8094.8849;1939621.4981;27855.4771;54029082223;27921;1;N;2087320.4667;0;36103.7598;19612.3248;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;I;0;0;3062561.7059;1068.9393;3273692566;3;1;N;35876.4815;0;2178.4223;1183.365;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;LP180;723528.0357;124638.8109;26186638.7139;1375.1241;36009877993;1112;1;N;990841.2171;0;24066.6148;13073.4935;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;PLAN4;0;29.5193;869615.3262;1364.0532;1186201568;290;0;N;21125.2307;0;789.3695;428.8022;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;PLAN2;0;0;62904.6783;1414.8432;89000256;28;0;N;1828.81;0;59.2243;32.1718;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;PLAN1;0;0;44229.8401;1324.1507;58566974;13;0;N;1363.9202;0;38.9729;21.1709;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;LPI;0;0;5159803.3834;1105.5576;5704459845;14;0;N;85958.8947;0;3795.9498;2062.0401;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20220131;143580145905;$$;S;1;LP3;720.838;0;2597906.1076;1399.2675;3635165584;279;0;N;82963.3414;0;2418.9869;1314.0447;0;0;;
