RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;LP3;0;1110.2039;4866173.9509;1381.213;6721222721;398;0;N;79931.1507;0;1236.9456;1282.4804;0;29733;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;LPI;0;0;19261440.7391;1086.7357;20932095285;25;0;N;249929.2164;0;3851.3765;3993.1543;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;PLAN4;0;2281.5145;1363706.7669;1342.8283;1831224039;301;0;N;21874.3512;0;337.4977;349.9217;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;PLAN1;0;0;237707.0486;1307.391;310776056;15;0;N;3695.4597;0;57.1809;59.2859;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;PLAN2;0;0;86055.7884;1394.8817;120037644;37;0;N;1433.8746;0;22.0862;22.8992;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;LP180;1230021.6555;427324.6068;52548368.2624;1360.7178;71503500056;1587;1;N;857153.7391;0;13263.1897;13751.4373;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;PLAN3;43.9475;0;107427.7944;1326.2661;142477842;57;0;N;1701.1652;0;26.215;27.1801;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;G;5218.0287;5923.3222;2131684.7512;27728.0883;59107543009;32376;1;N;706773.785;0;10905.643;11307.1041;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;CASH;3805.1153;464.3713;367801.5619;30012.0747;11038487951;13858;1;N;339294.2157;0;2033.578;2108.4385;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20200630;234604010655;$$;S;1;C;0;189242.4324;26036154.516;1381.4877;35968627219;265;1;N;431980.2226;0;6666.1083;6911.5026;0;0;;
