RUN_ADM;NOM_ADM;RUN_FM;FECHA_INF;ACTIVO_TOT;MONEDA;PARTICIPES_INST;INVERSION_EN_FONDOS;SERIE;CUOTAS_APORTADAS;CUOTAS_RESCATADAS;CUOTAS_EN_CIRCULACION;VALOR_CUOTA;PATRIMONIO_NETO;NUM_PARTICIPES;NUM_PARTICIPES_INST;FONDO_PEN;REM_FIJA;REM_VARIABLE;GASTOS_AFECTOS;GASTOS_NO_AFECTOS;COMISION_INVERSION;COMISION_RESCATE;FACTOR DE AJUSTE;FACTOR DE REPARTO
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;PLAN3;0;0;60452.188;1334.6807;80684369;47;0;N;1547.4011;0;18.6061;23.1184;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;LP180;89210.8458;17533.8256;18519020.04;1366.7535;25310935456;1194;1;N;694096.034;0;5842.3897;7259.2187;0;4463;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;PLAN1;0;10186.0735;40715.3664;1314.4372;53517792;14;0;N;1558.1386;0;15.429;19.1707;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;LPI;0;0;6090676.7417;1094.6913;6667410840;15;0;N;100469.3325;0;1537.5285;1910.3923;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;LP3;3733.6765;3673.4214;2185551.6068;1388.8062;3035307622;317;0;N;69389.555;0;701.1346;871.1657;0;5702;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;PLAN2;0;0;64976.0335;1403.2876;91180062;34;0;N;1873.6014;0;21.0266;26.1257;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;I;0;0;8325967.7552;1057.1024;8801400496;3;1;N;96454.7769;0;2029.6258;2521.8272;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;G;2938.3459;6912.8269;2672583.7042;27779.9178;74244155616;31419;1;N;2863762.2993;0;17165.6513;21328.467;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;CASH;13.2805;1198.2606;280212.5721;30120.3033;8440087660;13237;1;N;263393.5948;0;1954.6681;2428.6917;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;C;395370.4683;1130.7543;12370442.0682;1388.9329;17181713976;181;1;N;400167.9898;0;3962.5587;4923.5127;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;B;0;51.7417;2873527.4417;1350.8859;3881807704;653;0;N;116991.617;0;895.1882;1112.2789;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;100;0;330.6613;267920.0814;33266.6735;8912809872;42;0;N;145467.0025;0;2057.8646;2556.9143;0;0;;
91999000;PRINCIPAL  ADMINISTRADORA GENERAL DE FONDOS S.A.;8011;20210331;157593711202;$$;S;1;PLAN4;0;0;446958.9247;1351.7779;604189197;281;0;N;10759.7251;0;139.3285;173.1169;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;L;13143.8815;29052.0471;11974613.1915;1673.7826;20042898656;1425;0;N;1044769;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;M;12.5523;1909.9883;876524.6724;43538.083;38162203907;3014;0;N;1745720;0;0;0;0;71069;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;V;0;0;8170800.8143;1347.8366;11012904343;2;2;N;229315;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;BCH;161531.7996;0;69979528.3404;1238.1463;86644895411;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;B;94.8311;0;96229.7801;47452.7986;4566372378;353;0;N;124986;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;BPLUS;0;0;347495.8264;2344.2878;814630216;2;0;N;13391;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8023;20210331;166257983995;$$;S;0;IT;0;0;992163.0037;4917.6526;4879112994;1;1;N;23861;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;A;1470248.3649;1401850.6738;9709133.7851;21404.4801;207818960919;13593;2;N;1648496;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;B;1681.5856;27634.9351;3482522.5961;1784.0364;6212947016;948;0;N;34314;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;BPLUS;0;0;536475.13;2020.3816;1083884455;3;0;N;5939;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;P;171551028.7012;154792908.5963;323901033.86;1041.9259;337480858249;437;5;N;2309354;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;IT;7181593.6008;15262187.3992;1492564.7908;22279.3348;33253350144;2;1;N;623847;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8026;20210331;1130179025166;$$;S;0;BCH;0;0;12785367.3631;1013.2749;12955092308;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210331;132636253834;$$;S;0;L;16.4018;12407.0501;983478.9166;18290.8382;17988653780;1305;0;N;948242;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210331;132636253834;$$;S;0;BPLUS;0;0;165951.9893;2257.3085;374604828;3;0;N;6158;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210331;132636253834;$$;S;0;BCH;545837.2729;0;78265572.7541;1190.8311;93201080059;1;1;N;0;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210331;132636253834;$$;S;0;B;93.9085;0;574330.1272;2504.1184;1438190639;147;0;N;39397;0;0;0;0;0;;
96767630;BANCHILE ADMINISTRADORA GENERAL DE FONDOS S.A.;8028;20210331;132636253834;$$;S;0;M;4189.7491;7245.6993;8244188.0227;1687.83;13914787742;863;0;N;635389;0;0;0;0;60325;;
